CEFR,Word,POS
B2/C1,alike,"adv.,adj."
B2/C1,allegation,n.
B2/C1,allege,v.
B2/C1,allegedly,adv.
B2/C1,alliance,n.
B2/C1,allocate,v.
B2/C1,allocation,n.
B2/C1,allowance,n.
B2/C1,ally,n.
B2/C1,aluminium,n.
B2/C1,amateur,"adj.,n."
B2/C1,ambassador,n.
B2/C1,amend,v.
B2/C1,amendment,n.
B2/C1,amid,prep.
B2/C1,analogy,n.
B2/C1,anchor,n.
B2/C1,angel,n.
B2/C1,anonymous,adj.
B2/C1,apparatus,n.
B2/C1,appealing,adj.
B2/C1,appetite,n.
B2/C1,applaud,v.
B2/C1,applicable,adj.
B2/C1,appoint,v.
B2/C1,appreciation,n.
B2/C1,arbitrary,adj.
B2/C1,architectural,adj.
B2/C1,archive,n.
B2/C1,arena,n.
B2/C1,arguably,adv.
B2/C1,arm,v.
B2/C1,array,n.
B2/C1,articulate,v.
B2/C1,ash,n.
B2/C1,aspiration,n.
B2/C1,aspire,v.
B2/C1,assassination,n.
B2/C1,assault,"n.,v."
B2/C1,assemble,v.
B2/C1,assembly,n.
B2/C1,assert,v.
B2/C1,assertion,n.
B2/C1,assurance,n.
B2/C1,asylum,n.
B2/C1,atrocity,n.
B2/C1,attain,v.
B2/C1,attendance,n.
B2/C1,attorney,n.
B2/C1,attribute,"v.,n."
B2/C1,audit,n.
B2/C1,authentic,adj.
B2/C1,authorize,v.
B2/C1,auto,n.
B2/C1,autonomy,n.
B2/C1,availability,n.
B2/C1,await,v.
B2/C1,backdrop,n.
B2/C1,backing,n.
B2/C1,backup,n.
B2/C1,bail,n.
B2/C1,ballot,n.
B2/C1,banner,n.
B2/C1,bare,adj.
B2/C1,barrel,n.
B2/C1,bat,v.
B2/C1,battlefield,n.
B2/C1,bay,n.
B2/C1,beam,n.
B2/C1,beast,n.
B2/C1,behalf,n.
B2/C1,beloved,adj.
B2/C1,bench,n.
B2/C1,benchmark,n.
B2/C1,beneath,prep.
B2/C1,beneficiary,n.
B2/C1,betray,v.
B2/C1,bind,v.
B2/C1,biography,n.
B2/C1,bishop,n.
B2/C1,bizarre,adj.
B2/C1,blade,n.
B2/C1,blast,"n.,v."
B2/C1,bleed,v.
B2/C1,blend,"v.,n."
B2/C1,bless,v.
B2/C1,blessing,n.
B2/C1,boast,v.
B2/C1,bonus,n.
B2/C1,boom,n.
B2/C1,bounce,v.
B2/C1,boundary,n.
B2/C1,breach,"n.,v."
B2/C1,breakdown,n.
B2/C1,breakthrough,n.
B2/C1,breed,"v.,n."
B2/C1,broadband,n.
B2/C1,browser,n.
B2/C1,brutal,adj.
B2/C1,buck,n.
B2/C1,buddy,n.
B2/C1,buffer,n.
B2/C1,bulk,n.
B2/C1,burden,n.
B2/C1,bureaucracy,n.
B2/C1,burial,n.
B2/C1,burst,v.
B2/C1,cabinet,n.
B2/C1,calculation,n.
B2/C1,canvas,n.
B2/C1,capability,n.
B2/C1,capitalism,n.
B2/C1,capitalist,adj.
B2/C1,cargo,n.
B2/C1,carriage,n.
B2/C1,carve,v.
B2/C1,casino,n.
B2/C1,casualty,n.
B2/C1,catalogue,n.
B2/C1,cater,v.
B2/C1,cattle,n.
B2/C1,caution,n.
B2/C1,cautious,adj.
B2/C1,cease,v.
B2/C1,cemetery,n.
B2/C1,chamber,n.
B2/C1,chaos,n.
B2/C1,characterize,v.
B2/C1,charm,n.
B2/C1,charter,n.
B2/C1,chronic,adj.
B2/C1,chunk,n.
B2/C1,circulate,v.
B2/C1,circulation,n.
B2/C1,citizenship,n.
B2/C1,civic,adj.
B2/C1,civilian,"n.,adj."
B2/C1,clarity,n.
B2/C1,clash,n.
B2/C1,classification,n.
B2/C1,cling,v.
B2/C1,clinical,adj.
B2/C1,closure,n.
B2/C1,cluster,n.
B2/C1,coalition,n.
B2/C1,coastal,adj.
B2/C1,cocktail,n.
B2/C1,cognitive,adj.
B2/C1,coincide,v.
B2/C1,collaborate,v.
B2/C1,collaboration,n.
B2/C1,collective,adj.
B2/C1,collision,n.
B2/C1,colonial,adj.
B2/C1,columnist,n.
B2/C1,combat,"n.,v."
B2/C1,commence,v.
B2/C1,commentary,n.
B2/C1,commentator,n.
B2/C1,commerce,n.
B2/C1,commissioner,n.
B2/C1,commodity,n.
B2/C1,communist,adj.
B2/C1,companion,n.
B2/C1,comparable,adj.
B2/C1,compassion,n.
B2/C1,compel,v.
B2/C1,compelling,adj.
B2/C1,compensate,v.
B2/C1,compensation,n.
B2/C1,competence,n.
B2/C1,competent,adj.
B2/C1,compile,v.
B2/C1,complement,v.
B2/C1,complexity,n.
B2/C1,compliance,n.
B2/C1,complication,n.
B2/C1,comply,v.
B2/C1,composition,n.
B2/C1,compromise,"n.,v."
B2/C1,compute,v.
B2/C1,conceal,v.
B2/C1,concede,v.
B2/C1,conceive,v.
B2/C1,conception,n.
B2/C1,concession,n.
B2/C1,condemn,v.
B2/C1,confer,v.
B2/C1,confession,n.
B2/C1,configuration,n.
B2/C1,confine,v.
B2/C1,confirmation,n.
B2/C1,confront,v.
B2/C1,confrontation,n.
B2/C1,congratulate,v.
B2/C1,congregation,n.
B2/C1,congressional,adj.
B2/C1,conquer,v.
B2/C1,conscience,n.
B2/C1,consciousness,n.
B2/C1,consecutive,adj.
B2/C1,consensus,n.
B2/C1,consent,"n.,v."
B2/C1,conserve,v.
B2/C1,consistency,n.
B2/C1,consolidate,v.
B2/C1,constituency,n.
B2/C1,constitute,v.
B2/C1,constitution,n.
B2/C1,constitutional,adj.
B2/C1,constraint,n.
B2/C1,consultation,n.
B2/C1,contemplate,v.
B2/C1,contempt,n.
B2/C1,contend,v.
B2/C1,contender,n.
B2/C1,contention,n.
B2/C1,continually,adv.
B2/C1,contractor,n.
B2/C1,contradiction,n.
B2/C1,contrary,"adj.,n."
B2/C1,contributor,n.
B2/C1,conversion,n.
B2/C1,convict,v.
B2/C1,conviction,n.
B2/C1,cooperate,v.
B2/C1,cooperative,adj.
B2/C1,coordinate,v.
B2/C1,coordination,n.
B2/C1,coordinator,n.
B2/C1,cop,n.
B2/C1,copper,n.
B2/C1,copyright,n.
B2/C1,correction,n.
B2/C1,correlate,v.
B2/C1,correlation,n.
B2/C1,correspond,v.
B2/C1,correspondence,n.
B2/C1,correspondent,n.
B2/C1,corresponding,adj.
B2/C1,corrupt,adj.
B2/C1,corruption,n.
B2/C1,costly,adj.
B2/C1,councillor,n.
B2/C1,counselling,n.
B2/C1,counsellor,n.
B2/C1,counterpart,n.
B2/C1,countless,adj.
B2/C1,coup,n.
B2/C1,courtesy,n.
B2/C1,craft,v.
B2/C1,crawl,v.
B2/C1,creator,n.
B2/C1,credibility,n.
B2/C1,credible,adj.
B2/C1,creep,v.
B2/C1,critique,n.
B2/C1,crown,n.
B2/C1,crude,adj.
B2/C1,crush,v.
B2/C1,crystal,n.
B2/C1,cult,"n.,adj."
B2/C1,cultivate,v.
B2/C1,curiosity,n.
B2/C1,custody,n.
B2/C1,cutting,n.
B2/C1,cynical,adj.
B2/C1,dam,n.
B2/C1,damaging,adj.
B2/C1,dawn,n.
B2/C1,debris,n.
B2/C1,debut,n.
B2/C1,decision-making,n.
B2/C1,decisive,adj.
B2/C1,declaration,n.
B2/C1,dedicated,adj.
B2/C1,dedication,n.
B2/C1,deed,n.
B2/C1,deem,v.
B2/C1,default,n.
B2/C1,defect,n.
B2/C1,defensive,adj.
B2/C1,deficiency,n.
B2/C1,deficit,n.
B2/C1,defy,v.
B2/C1,delegate,n.
B2/C1,delegation,n.
B2/C1,delicate,adj.
B2/C1,demon,n.
B2/C1,denial,n.
B2/C1,denounce,v.
B2/C1,dense,adj.
B2/C1,density,n.
B2/C1,dependence,n.
B2/C1,depict,v.
B2/C1,deploy,v.
B2/C1,deployment,n.
B2/C1,deposit,v.
B2/C1,deprive,v.
B2/C1,deputy,n.
B2/C1,descend,v.
B2/C1,descent,n.
B2/C1,designate,v.
B2/C1,desirable,adj.
B2/C1,desktop,n.
B2/C1,destructive,adj.
B2/C1,detain,v.
B2/C1,detection,n.
B2/C1,detention,n.
B2/C1,deteriorate,v.
B2/C1,devastate,v.
B2/C1,devil,n.
B2/C1,devise,v.
B2/C1,diagnose,v.
B2/C1,diagnosis,n.
B2/C1,dictate,v.
B2/C1,dictator,n.
B2/C1,differentiate,v.
B2/C1,dignity,n.
B2/C1,dilemma,n.
B2/C1,dimension,n.
B2/C1,diminish,v.
B2/C1,dip,v.
B2/C1,diplomat,n.
B2/C1,diplomatic,n.
B2/C1,directory,n.
B2/C1,disastrous,adj.
B2/C1,discard,v.
B2/C1,discharge,v.
B2/C1,disclose,v.
B2/C1,disclosure,n.
B2/C1,discourse,n.
B2/C1,discretion,n.
B2/C1,discrimination,n.
B2/C1,dismissal,n.
B2/C1,displace,v.
B2/C1,disposal,n.
B2/C1,dispose,v.
B2/C1,dispute,"n.,v."
B2/C1,disrupt,v.
B2/C1,disruption,n.
B2/C1,dissolve,v.
B2/C1,distinction,n.
B2/C1,distinctive,adj.
B2/C1,distort,v.
B2/C1,distress,"n.,v."
B2/C1,disturbing,adj.
B2/C1,divert,v.
B2/C1,divine,adj.
B2/C1,doctrine,n.
B2/C1,documentation,n.
B2/C1,domain,n.
B2/C1,dominance,n.
B2/C1,donor,n.
B2/C1,dose,n.
B2/C1,drain,v.
B2/C1,drift,v.
B2/C1,driving,adj.
B2/C1,drown,v.
B2/C1,dual,adj.
B2/C1,dub,v.
B2/C1,dumb,adj.
B2/C1,duo,n.
B2/C1,dynamic,n.
B2/C1,eager,adj.
B2/C1,earnings,n.
B2/C1,ease,"n.,v."
B2/C1,echo,"v.,n."
B2/C1,ecological,adj.
B2/C1,educator,n.
B2/C1,effectiveness,n.
B2/C1,efficiency,n.
B2/C1,ego,n.
B2/C1,elaborate,adj.
B2/C1,electoral,adj.
B2/C1,elevate,v.
B2/C1,eligible,adj.
B2/C1,elite,n.
B2/C1,embark,v.
B2/C1,embarrassment,n.
B2/C1,embassy,n.
B2/C1,embed,v.
B2/C1,embody,v.
B2/C1,emergence,n.
B2/C1,empirical,adj.
B2/C1,empower,v.
B2/C1,enact,v.
B2/C1,encompass,v.
B2/C1,encouragement,n.
B2/C1,encouraging,adj.
B2/C1,endeavour,n.
B2/C1,endless,adj.
B2/C1,endorse,v.
B2/C1,endorsement,n.
B2/C1,endure,v.
B2/C1,enforce,v.
B2/C1,enforcement,n.
B2/C1,engagement,n.
B2/C1,engaging,adj.
B2/C1,enquire,v.
B2/C1,enrich,v.
B2/C1,enrol,v.
B2/C1,ensue,v.
B2/C1,enterprise,n.
B2/C1,enthusiast,n.
B2/C1,entitle,v.
B2/C1,entity,n.
B2/C1,epidemic,n.
B2/C1,equality,n.
B2/C1,equation,n.
B2/C1,erect,v.
B2/C1,escalate,v.
B2/C1,essence,n.
B2/C1,establishment,n.
B2/C1,eternal,adj.
B2/C1,evacuate,v.
B2/C1,evoke,v.
B2/C1,evolutionary,adj.
B2/C1,exaggerate,v.
B2/C1,excellence,n.
B2/C1,exceptional,adj.
B2/C1,excess,"n.,adj."
B2/C1,exclusion,n.
B2/C1,exclusive,adj.
B2/C1,exclusively,adv.
B2/C1,execute,v.
B2/C1,execution,n.
B2/C1,exert,v.
B2/C1,exile,n.
B2/C1,exit,v.
B2/C1,expenditure,n.
B2/C1,experimental,adj.
B2/C1,expire,v.
B2/C1,explicit,adj.
B2/C1,explicitly,adv.
B2/C1,exploitation,n.
B2/C1,explosive,"adj.,n."
B2/C1,extract,v.
B2/C1,extremist,n.
B2/C1,facilitate,v.
B2/C1,faction,n.
B2/C1,faculty,n.
B2/C1,fade,v.
B2/C1,fairness,n.
B2/C1,fatal,adj.
B2/C1,fate,n.
B2/C1,favourable,adj.
B2/C1,feat,n.
B2/C1,feminist,"adj.,n."
B2/C1,fibre,n.
B2/C1,fierce,adj.
B2/C1,film-maker,n.
B2/C1,filter,"n.,v."
B2/C1,fine,"n.,v."
B2/C1,firearm,n.
B2/C1,fit,n.
B2/C1,fixture,n.
B2/C1,flaw,n.
B2/C1,flawed,adj.
B2/C1,flee,v.
B2/C1,fleet,n.
B2/C1,flesh,n.
B2/C1,flexibility,n.
B2/C1,flourish,v.
B2/C1,fluid,n.
B2/C1,footage,n.
B2/C1,foreigner,n.
B2/C1,forge,v.
B2/C1,formula,n.
B2/C1,formulate,v.
B2/C1,forth,adv.
B2/C1,forthcoming,adj.
B2/C1,foster,v.
B2/C1,fragile,adj.
B2/C1,franchise,n.
B2/C1,frankly,adv.
B2/C1,frustrated,adj.
B2/C1,frustrating,adj.
B2/C1,frustration,n.
B2/C1,functional,adj.
B2/C1,fundraising,n.
B2/C1,funeral,n.
B2/C1,gallon,n.
B2/C1,gambling,n.
B2/C1,gathering,n.
B2/C1,gaze,"n.,v."
B2/C1,gear,n.
B2/C1,generic,adj.
B2/C1,genocide,n.
B2/C1,glance,"n.,v."
B2/C1,glimpse,n.
B2/C1,glorious,adj.
B2/C1,glory,n.
B2/C1,governance,n.
B2/C1,grace,n.
B2/C1,grasp,"v.,n."
B2/C1,gravity,n.
B2/C1,grid,n.
B2/C1,grief,n.
B2/C1,grin,"v.,n."
B2/C1,grind,v.
B2/C1,grip,"n.,v."
B2/C1,gross,adj.
B2/C1,guerrilla,n.
B2/C1,guidance,n.
B2/C1,guilt,n.
B2/C1,gut,n.
B2/C1,hail,v.
B2/C1,halfway,adv.
B2/C1,halt,"v.,n."
B2/C1,handful,n.
B2/C1,handling,n.
B2/C1,handy,adj.
B2/C1,harassment,n.
B2/C1,hardware,n.
B2/C1,harmony,n.
B2/C1,harsh,adj.
B2/C1,harvest,"n.,v."
B2/C1,hatred,n.
B2/C1,haunt,v.
B2/C1,hazard,n.
B2/C1,heighten,v.
B2/C1,heritage,n.
B2/C1,hierarchy,n.
B2/C1,high-profile,adj.
B2/C1,hint,"n.,v."
B2/C1,homeland,n.
B2/C1,hook,v.
B2/C1,hopeful,adj.
B2/C1,horizon,n.
B2/C1,horn,n.
B2/C1,hostage,n.
B2/C1,hostile,adj.
B2/C1,hostility,n.
B2/C1,humanitarian,adj.
B2/C1,humanity,n.
B2/C1,humble,adj.
B2/C1,hydrogen,n.
B2/C1,identification,n.
B2/C1,ideological,adj.
B2/C1,ideology,n.
B2/C1,idiot,n.
B2/C1,ignorance,n.
B2/C1,imagery,n.
B2/C1,immense,adj.
B2/C1,imminent,adj.
B2/C1,implementation,n.
B2/C1,imprison,v.
B2/C1,imprisonment,n.
B2/C1,inability,n.
B2/C1,inadequate,adj.
B2/C1,inappropriate,adj.
B2/C1,incidence,n.
B2/C1,inclined,adj.
B2/C1,inclusion,n.
B2/C1,incur,v.
B2/C1,indicator,n.
B2/C1,indictment,n.
B2/C1,indigenous,adj.
B2/C1,induce,v.
B2/C1,indulge,v.
B2/C1,inequality,n.
B2/C1,infamous,adj.
B2/C1,infant,n.
B2/C1,infect,v.
B2/C1,inflict,v.
B2/C1,influential,adj.
B2/C1,inherent,adj.
B2/C1,inhibit,v.
B2/C1,initiate,v.
B2/C1,inject,v.
B2/C1,injection,n.
B2/C1,injustice,n.
B2/C1,inmate,n.
B2/C1,insertion,n.
B2/C1,insider,n.
B2/C1,inspect,v.
B2/C1,inspection,n.
B2/C1,inspiration,n.
B2/C1,instinct,n.
B2/C1,institutional,adj.
B2/C1,instruct,v.
B2/C1,instrumental,adj.
B2/C1,insufficient,adj.
B2/C1,insult,"n.,v."
B2/C1,intact,adj.
B2/C1,intake,n.
B2/C1,integral,adj.
B2/C1,integrated,adj.
B2/C1,integration,n.
B2/C1,integrity,n.
B2/C1,intellectual,n.
B2/C1,intensify,v.
B2/C1,intensity,n.
B2/C1,intensive,adj.
B2/C1,intent,n.
B2/C1,interactive,adj.
B2/C1,interface,n.
B2/C1,interfere,v.
B2/C1,interference,n.
B2/C1,interim,adj.
B2/C1,interior,"adj.,n."
B2/C1,intermediate,adj.
B2/C1,intervene,v.
B2/C1,intervention,n.
B2/C1,intimate,adj.
B2/C1,intriguing,adj.
B2/C1,investigator,n.
B2/C1,invisible,adj.
B2/C1,invoke,v.
B2/C1,involvement,n.
B2/C1,ironic,adj.
B2/C1,ironically,adv.
B2/C1,irony,n.
B2/C1,irrelevant,adj.
B2/C1,isolation,n.
B2/C1,judicial,adj.
B2/C1,junction,n.
B2/C1,jurisdiction,n.
B2/C1,just,adj.
B2/C1,justification,n.
B2/C1,kidnap,v.
B2/C1,kidney,n.
B2/C1,kingdom,n.
B2/C1,lad,n.
B2/C1,landlord,n.
B2/C1,landmark,n.
B2/C1,lap,n.
B2/C1,large-scale,adj.
B2/C1,laser,n.
B2/C1,latter,"adj.,n."
B2/C1,lawn,n.
B2/C1,lawsuit,n.
B2/C1,layout,n.
B2/C1,leak,"v.,n."
B2/C1,leap,"v.,n."
B2/C1,legacy,n.
B2/C1,legendary,adj.
B2/C1,legislation,n.
B2/C1,legislative,adj.
B2/C1,legislature,n.
B2/C1,legitimate,adj.
B2/C1,lengthy,adj.
B2/C1,lesbian,adj.
B2/C1,lesser,adj.
B2/C1,lethal,adj.
B2/C1,liable,adj.
B2/C1,liberal,"adj.,n."
B2/C1,liberation,n.
B2/C1,liberty,n.
B2/C1,license,v.
B2/C1,lifelong,adj.
B2/C1,likelihood,n.
B2/C1,limb,n.
B2/C1,linear,adj.
B2/C1,line-up,n.
B2/C1,linger,v.
B2/C1,listing,n.
B2/C1,literacy,n.
B2/C1,liver,n.
B2/C1,lobby,"n.,v."
B2/C1,log,"n.,v."
B2/C1,logic,n.
B2/C1,long-standing,adj.
B2/C1,long-time,adj.
B2/C1,loom,v.
B2/C1,loop,n.
B2/C1,loyalty,n.
B2/C1,machinery,n.
B2/C1,magical,adj.
B2/C1,magistrate,n.
B2/C1,magnetic,adj.
B2/C1,magnitude,n.
B2/C1,mainland,n.
B2/C1,mainstream,"n.,adj."
B2/C1,maintenance,n.
B2/C1,mandate,n.
B2/C1,mandatory,adj.
B2/C1,manifest,v.
B2/C1,manipulate,v.
B2/C1,manipulation,n.
B2/C1,manuscript,n.
B2/C1,march,"n.,v."
B2/C1,marginal,adj.
B2/C1,marine,adj.
B2/C1,marketplace,n.
B2/C1,mask,n.
B2/C1,massacre,n.
B2/C1,mathematical,adj.
B2/C1,mature,"adj.,v."
B2/C1,maximize,v.
B2/C1,meaningful,adj.
B2/C1,meantime,n.
B2/C1,medieval,adj.
B2/C1,meditation,n.
B2/C1,melody,n.
B2/C1,memo,n.
B2/C1,memoir,n.
B2/C1,memorial,n.
B2/C1,mentor,n.
B2/C1,merchant,n.
B2/C1,mercy,n.
B2/C1,mere,adj.
B2/C1,merely,adv.
B2/C1,merge,v.
B2/C1,merger,n.
B2/C1,merit,n.
B2/C1,methodology,n.
B2/C1,midst,n.
B2/C1,migration,n.
B2/C1,militant,"n.,adj."
B2/C1,militia,n.
B2/C1,mill,n.
B2/C1,minimal,adj.
B2/C1,minimize,v.
B2/C1,mining,n.
B2/C1,ministry,n.
B2/C1,miracle,n.
B2/C1,misery,n.
B2/C1,misleading,adj.
B2/C1,missile,n.
B2/C1,mob,n.
B2/C1,mobility,n.
B2/C1,mobilize,v.
B2/C1,moderate,adj.
B2/C1,modification,n.
B2/C1,momentum,n.
B2/C1,monk,n.
B2/C1,monopoly,n.
B2/C1,morality,n.
B2/C1,motive,n.
B2/C1,motorist,n.
B2/C1,municipal,adj.
B2/C1,mutual,adj.
B2/C1,namely,adv.
B2/C1,nationwide,adj.
B2/C1,naval,adj.
B2/C1,neglect,"v.,n."
B2/C1,neighbouring,adj.
B2/C1,nest,n.
B2/C1,net,adj.
B2/C1,newsletter,n.
B2/C1,niche,n.
B2/C1,noble,adj.
B2/C1,nod,v.
B2/C1,nominate,v.
B2/C1,nomination,n.
B2/C1,nominee,n.
B2/C1,nonetheless,adv.
B2/C1,non-profit,adj.
B2/C1,nonsense,n.
B2/C1,noon,n.
B2/C1,notable,adj.
B2/C1,notably,adv.
B2/C1,notify,v.
B2/C1,notorious,adj.
B2/C1,novel,adj.
B2/C1,nursery,n.
B2/C1,objection,n.
B2/C1,oblige,v.
B2/C1,obsess,v.
B2/C1,obsession,n.
B2/C1,occasional,adj.
B2/C1,occurrence,n.
B2/C1,odds,n.
B2/C1,offering,n.
B2/C1,offspring,n.
B2/C1,operational,adj.
B2/C1,opt,v.
B2/C1,optical,adj.
B2/C1,optimism,n.
B2/C1,oral,adj.
B2/C1,organizational,adj.
B2/C1,orientation,n.
B2/C1,originate,v.
B2/C1,outbreak,n.
B2/C1,outing,n.
B2/C1,outlet,n.
B2/C1,outlook,n.
B2/C1,outrage,"n.,v."
B2/C1,outsider,n.
B2/C1,overlook,v.
B2/C1,overly,adv.
B2/C1,oversee,v.
B2/C1,overturn,v.
B2/C1,overwhelm,v.
B2/C1,overwhelming,adj.
B2/C1,pad,n.
B2/C1,parameter,n.
B2/C1,parental,adj.
B2/C1,parish,n.
B2/C1,parliamentary,adj.
B2/C1,partial,adj.
B2/C1,partially,adv.
B2/C1,passing,n.
B2/C1,passive,adj.
B2/C1,pastor,n.
B2/C1,patch,n.
B2/C1,patent,n.
B2/C1,pathway,n.
B2/C1,patrol,"n.,v."
B2/C1,patron,n.
B2/C1,peak,n.
B2/C1,peasant,n.
B2/C1,peculiar,adj.
B2/C1,persist,v.
B2/C1,persistent,adj.
B2/C1,personnel,n.
B2/C1,petition,n.
B2/C1,philosopher,n.
B2/C1,philosophical,adj.
B2/C1,physician,n.
B2/C1,pioneer,"n.,v."
B2/C1,pipeline,n.
B2/C1,pirate,n.
B2/C1,pit,n.
B2/C1,plea,n.
B2/C1,plead,v.
B2/C1,pledge,"v.,n."
B2/C1,plug,"v.,n."
B2/C1,plunge,v.
B2/C1,pole,n.
B2/C1,poll,n.
B2/C1,pond,n.
B2/C1,pop,v.
B2/C1,portfolio,n.
B2/C1,portray,v.
B2/C1,postpone,v.
B2/C1,post-war,adj.
B2/C1,practitioner,n.
B2/C1,preach,v.
B2/C1,precedent,n.
B2/C1,precision,n.
B2/C1,predator,n.
B2/C1,predecessor,n.
B2/C1,predominantly,adv.
B2/C1,pregnancy,n.
B2/C1,prejudice,n.
B2/C1,preliminary,adj.
B2/C1,premier,n.
B2/C1,premise,n.
B2/C1,premium,n.
B2/C1,prescribe,v.
B2/C1,prescription,n.
B2/C1,presently,adv.
B2/C1,preservation,n.
B2/C1,preside,v.
B2/C1,presidency,n.
B2/C1,presidential,adj.
B2/C1,prestigious,adj.
B2/C1,presumably,adv.
B2/C1,presume,v.
B2/C1,prevail,v.
B2/C1,prevalence,n.
B2/C1,prevention,n.
B2/C1,prey,n.
B2/C1,principal,n.
B2/C1,privatization,n.
B2/C1,privilege,n.
B2/C1,probe,"n.,v."
B2/C1,problematic,adj.
B2/C1,proceedings,n.
B2/C1,proceeds,n.
B2/C1,processing,n.
B2/C1,processor,n.
B2/C1,proclaim,v.
B2/C1,productive,adj.
B2/C1,productivity,n.
B2/C1,profitable,adj.
B2/C1,profound,adj.
B2/C1,projection,n.
B2/C1,prominent,adj.
B2/C1,pronounced,adj.
B2/C1,propaganda,n.
B2/C1,proposition,n.
B2/C1,prosecute,v.
B2/C1,prosecution,n.
B2/C1,prosecutor,n.
B2/C1,prospective,adj.
B2/C1,prosperity,n.
B2/C1,protective,adj.
B2/C1,protocol,n.
B2/C1,province,n.
B2/C1,provincial,adj.
B2/C1,provision,n.
B2/C1,provoke,v.
B2/C1,psychiatric,adj.
B2/C1,pulse,n.
B2/C1,pump,"v.,n."
B2/C1,punch,"n.,v."
B2/C1,query,n.
B2/C1,quest,n.
B2/C1,quota,n.
B2/C1,radar,n.
B2/C1,radical,adj.
B2/C1,rage,n.
B2/C1,raid,"n.,v."
B2/C1,rally,"n.,v."
B2/C1,ranking,n.
B2/C1,rape,"n.,v."
B2/C1,ratio,n.
B2/C1,rational,adj.
B2/C1,ray,n.
B2/C1,readily,adv.
B2/C1,realization,n.
B2/C1,realm,n.
B2/C1,rear,"adj.,n."
B2/C1,reasoning,n.
B2/C1,reassure,v.
B2/C1,rebel,n.
B2/C1,rebellion,n.
B2/C1,recipient,n.
B2/C1,reconstruction,n.
B2/C1,referendum,n.
B2/C1,reflection,n.
B2/C1,reform,"n.,v."
B2/C1,refuge,n.
B2/C1,refusal,n.
B2/C1,regain,v.
B2/C1,regardless,adv.
B2/C1,regime,n.
B2/C1,regulator,n.
B2/C1,regulatory,adj.
B2/C1,rehabilitation,n.
B2/C1,reign,"n.,v."
B2/C1,rejection,n.
B2/C1,relevance,n.
B2/C1,reliability,n.
B2/C1,reluctant,adj.
B2/C1,remainder,n.
B2/C1,remains,n.
B2/C1,remedy,n.
B2/C1,reminder,n.
B2/C1,removal,n.
B2/C1,render,v.
B2/C1,renew,v.
B2/C1,renowned,adj.
B2/C1,rental,n.
B2/C1,replacement,n.
B2/C1,reportedly,adv.
B2/C1,representation,n.
B2/C1,reproduce,v.
B2/C1,reproduction,n.
B2/C1,republic,n.
B2/C1,resemble,v.
B2/C1,reside,v.
B2/C1,residence,n.
B2/C1,residential,adj.
B2/C1,residue,n.
B2/C1,resignation,n.
B2/C1,resistance,n.
B2/C1,respective,adj.
B2/C1,respectively,adv.
B2/C1,restoration,n.
B2/C1,restraint,n.
B2/C1,resume,v.
B2/C1,retreat,"n.,v."
B2/C1,retrieve,v.
B2/C1,revelation,n.
B2/C1,revenge,n.
B2/C1,reverse,v.
B2/C1,revival,n.
B2/C1,revive,v.
B2/C1,revolutionary,adj.
B2/C1,rhetoric,n.
B2/C1,rifle,n.
B2/C1,riot,n.
B2/C1,rip,v.
B2/C1,ritual,n.
B2/C1,robust,adj.
B2/C1,rock,v.
B2/C1,rod,n.
B2/C1,rotate,v.
B2/C1,rotation,n.
B2/C1,ruling,n.
B2/C1,rumour,n.
B2/C1,sack,v.
B2/C1,sacred,adj.
B2/C1,sacrifice,"n.,v."
B2/C1,saint,n.
B2/C1,sake,n.
B2/C1,sanction,n.
B2/C1,say,n.
B2/C1,scattered,adj.
B2/C1,sceptical,adj.
B2/C1,scope,n.
B2/C1,screw,"v.,n."
B2/C1,scrutiny,n.
B2/C1,seal,"v.,n."
B2/C1,secular,adj.
B2/C1,seemingly,adv.
B2/C1,segment,n.
B2/C1,seize,v.
B2/C1,seldom,adv.
B2/C1,selective,adj.
B2/C1,senator,n.
B2/C1,sensation,n.
B2/C1,sensitivity,n.
B2/C1,sentiment,n.
B2/C1,separation,n.
B2/C1,serial,adj.
B2/C1,settlement,n.
B2/C1,set-up,n.
B2/C1,sexuality,n.
B2/C1,shareholder,n.
B2/C1,shatter,v.
B2/C1,shed,v.
B2/C1,sheer,adj.
B2/C1,shipping,n.
B2/C1,shoot,n.
B2/C1,shrink,v.
B2/C1,shrug,v.
B2/C1,sigh,"v.,n."
B2/C1,simulate,v.
B2/C1,simulation,n.
B2/C1,simultaneously,adv.
B2/C1,sin,n.
B2/C1,situated,adj.
B2/C1,sketch,n.
B2/C1,skip,v.
B2/C1,slam,v.
B2/C1,slap,v.
B2/C1,slash,v.
B2/C1,slavery,n.
B2/C1,slot,n.
B2/C1,smash,v.
B2/C1,snap,v.
B2/C1,soak,v.
B2/C1,soar,v.
B2/C1,socialist,adj.
B2/C1,sole,adj.
B2/C1,solely,adv.
B2/C1,solicitor,n.
B2/C1,solidarity,n.
B2/C1,solo,"adj.,n."
B2/C1,sound,adj.
B2/C1,sovereignty,n.
B2/C1,spam,n.
B2/C1,span,"v.,n."
B2/C1,spare,v.
B2/C1,spark,v.
B2/C1,specialized,adj.
B2/C1,specification,n.
B2/C1,specimen,n.
B2/C1,spectacle,n.
B2/C1,spectrum,n.
B2/C1,spell,n.
B2/C1,sphere,n.
B2/C1,spin,"v.,n."
B2/C1,spine,n.
